timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1654010452488,16487,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,59,https://localhost:44339/listings,,15287,utf-8,1,0,patrick,0,10
1654010449406,19675,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,58,https://localhost:44339/listings,,18129,utf-8,1,0,patrick,0,15
1654010449575,20097,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,57,https://localhost:44339/listings,,18886,utf-8,1,0,patrick,0,72
1654010451993,17704,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,56,https://localhost:44339/listings,,16502,utf-8,1,0,patrick,0,28
1654010449483,20253,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,55,https://localhost:44339/listings,,19020,utf-8,1,0,patrick,0,22
1654010445900,24150,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,54,https://localhost:44339/listings,,13995,utf-8,1,0,patrick,0,25
1654010448662,21438,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,53,https://localhost:44339/listings,,19061,utf-8,1,0,patrick,0,22
1654010450168,20041,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,52,https://localhost:44339/listings,,17604,utf-8,1,0,patrick,0,17
1654010448330,21910,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,51,https://localhost:44339/listings,,19428,utf-8,1,0,patrick,0,30
1654010449905,20565,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,50,https://localhost:44339/listings,,14567,utf-8,1,0,patrick,0,29
1654010452908,18015,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,49,https://localhost:44339/listings,,17310,utf-8,1,0,patrick,0,27
1654010450648,20296,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,48,https://localhost:44339/listings,,19582,utf-8,1,0,patrick,0,7
1654010451660,19290,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,47,https://localhost:44339/listings,,18575,utf-8,1,0,patrick,0,11
1654010450568,20390,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,46,https://localhost:44339/listings,,19678,utf-8,1,0,patrick,0,7
1654010449670,21297,https://localhost:44339/listings,200,OK,parallel bzm - Parallel Controller,text,true,,24728362,128,1,45,https://localhost:44339/listings,,20578,utf-8,1,0,patrick,0,12
